property_id,property_address,city,state,county,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_001599,993 Commerce Dr,St. Louis,MO,St. Louis County,63108,Manufacturing,industrial,1991,201679,14416650.42,3151483.77,0.2186,0.0298,93914.22,0.0854,0.1359,0.2803,1709854.4,1477519.81,414129.31,1063390.5,71.48,under_10,2023-10-24,15116741.77,Global Investments LP,Non-Profit,Global Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001600,6731 Oak Ave,St. Louis,MO,St. Louis County,63107,Class A Office,office,2007,353958,158764499.98,28870933.2,0.1818,0.0298,860353.81,0.0753,0.1444,0.2964,16996003.8,14542128.55,4310442.04,10231686.51,448.54,under_10,2023-07-02,161751839.06,Atlantic Properties LP,Private,Atlantic Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001601,4135 Main St,St. Louis,MO,St. Louis County,63102,Class C Office,office,1994,40063,5091962.96,968685.2,0.1902,0.0298,28866.82,0.0969,0.2421,0.3239,729966.62,553250.29,179223.43,374026.86,127.1,under_10,2022-09-17,5523898.31,Pacific Investments Corp,REIT,Pacific Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001602,7334 Center Dr,St. Louis,MO,St. Louis County,63104,Class A Office,office,2003,134911,36781050.64,7991421.62,0.2173,0.0298,238144.36,0.0955,0.1896,0.2819,4889628.04,3962584.69,1116857.63,2845727.06,272.63,under_10,2024-03-12,37456273.67,Pacific Investments Corp,Government,Pacific Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001603,4193 First St,St. Louis,MO,St. Louis County,63108,Medical Office,office,1979,11341,4570375.19,985743.26,0.2157,0.0298,29375.15,0.0964,0.1653,0.4276,769941.45,642656.77,274829.14,367827.63,403.0,under_10,2023-09-11,4026396.92,Premier Properties LP,Government,Premier Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001604,3319 Park Blvd,St. Louis,MO,St. Louis County,63105,Warehouse,industrial,2012,52884,2166933.74,452618.38,0.2089,0.0298,13488.03,0.0837,0.179,0.4802,349054.61,286583.52,137618.41,148965.1,40.98,under_10,2023-07-10,2167071.09,Atlantic Holdings Inc,Government,Atlantic Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001605,8921 First St,St. Louis,MO,St. Louis County,63104,Class B Office,office,1969,74579,18451396.32,3660785.69,0.1984,0.0298,109091.41,0.0708,0.207,0.3287,1945456.42,1542827.77,507064.66,1035763.11,247.41,under_10,2023-01-13,16216091.8,Premier Management LP,Institutional,Premier Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001606,3323 Industrial Way,St. Louis,MO,St. Louis County,63101,Class A Office,office,2023,373270,223546690.01,45424028.33,0.2032,0.0298,1353636.04,0.0725,0.1287,0.4063,27299202.72,23784968.57,9664363.31,14120605.27,598.89,under_10,2024-03-12,221801939.59,National Real Estate Inc,Government,National Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001607,1663 Center Dr,St. Louis,MO,St. Louis County,63103,Class A Office,office,2009,50896,19171312.15,3925137.69,0.2047,0.0298,116969.1,0.075,0.216,0.2508,1918736.28,1504251.77,377286.48,1126965.29,376.68,under_10,2023-10-27,19595999.86,Pacific Investments LLC,Private,Pacific Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001608,4979 Industrial Way,St. Louis,MO,St. Louis County,63105,Class A Office,office,1978,89108,54736486.74,8808956.22,0.1609,0.0298,262506.9,0.0994,0.1296,0.2893,7653267.92,6661049.45,1926987.4,4734062.05,614.27,under_10,2024-06-10,52907200.17,Pacific Properties Corp,REIT,Pacific Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001609,7636 First St,St. Louis,MO,St. Louis County,63107,Class A Office,office,1993,200602,101766483.26,15483913.13,0.1522,0.0298,461420.61,0.0762,0.2132,0.3696,12292979.58,9672252.29,3574570.25,6097682.04,507.31,under_10,2022-07-12,112344515.72,Premier Real Estate Inc,Private,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001610,9392 Industrial Way,St. Louis,MO,St. Louis County,63108,Retail Strip Center,retail,1963,19396,2062133.12,428227.68,0.2077,0.0298,12761.18,0.0824,0.2322,0.4156,290779.64,223258.09,92781.95,130476.14,106.32,under_10,2023-01-20,2174681.07,National Management LP,Non-Profit,National Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001611,6483 Oak Ave,St. Louis,MO,St. Louis County,63102,Class C Office,office,2011,34385,3141639.8,516056.98,0.1643,0.0298,15378.5,0.0766,0.0722,0.271,330185.36,306350.1,83013.48,223336.62,91.37,under_10,2023-12-24,3205433.76,United Holdings LLC,REIT,United Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001612,4559 Center Dr,St. Louis,MO,St. Louis County,63108,Class A Office,office,1986,403454,173415564.58,26611277.61,0.1535,0.0298,793016.07,0.0928,0.0663,0.2953,22846580.9,21332748.98,6299225.47,15033523.52,429.83,under_10,2023-10-30,175157303.71,Global Investments LP,Private,Global Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001613,1117 Oak Ave,St. Louis,MO,St. Louis County,63101,Class A Office,office,1969,167559,29714300.09,6528380.92,0.2197,0.0298,194545.75,0.0869,0.2094,0.3031,3705040.21,2929099.25,887694.1,2041405.14,177.34,under_10,2023-12-15,33357657.04,Pacific Investments Inc,Private,Pacific Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001614,1460 Main St,St. Louis,MO,St. Louis County,63101,Class A Office,office,1979,74384,25544487.2,4570537.69,0.1789,0.0298,136202.02,0.0993,0.1657,0.3921,4170805.81,3479835.16,1364357.92,2115477.24,343.41,under_10,2023-01-09,28251302.1,American Holdings Inc,Private,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001615,9966 Main St,St. Louis,MO,St. Louis County,63102,Class A Office,office,1985,231916,135596182.72,22902121.93,0.1689,0.0298,682483.23,0.1,0.1996,0.2645,18431047.52,14752248.3,3901538.08,10850710.22,584.68,under_10,2023-12-01,135675267.76,Global Holdings Inc,REIT,Global Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001616,3335 Oak Ave,St. Louis,MO,St. Louis County,63102,Class C Office,office,2022,44631,6060728.41,1201170.94,0.1982,0.0298,35794.89,0.0966,0.2493,0.2919,827202.3,620995.14,181272.19,439722.95,135.8,under_10,2024-10-20,5525097.42,Pacific Real Estate LP,Non-Profit,Pacific Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001617,1515 Industrial Way,St. Louis,MO,St. Louis County,63102,Class A Office,office,1999,220360,40436059.7,6323700.11,0.1564,0.0298,188446.26,0.0797,0.1461,0.421,5567718.72,4754216.64,2001727.45,2752489.2,183.5,under_10,2025-04-09,46457297.63,National Properties Inc,REIT,National Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001618,1546 Center Dr,St. Louis,MO,St. Louis County,63108,Class B Office,office,1998,131616,32569214.51,5530234.91,0.1698,0.0298,164801.0,0.0701,0.2441,0.3542,3536514.0,2673145.23,946696.8,1726448.43,247.46,under_10,2023-08-02,29019666.2,National Real Estate Inc,Government,National Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001619,8457 Commerce Dr,St. Louis,MO,St. Louis County,63107,Class A Office,office,1984,385533,73690317.29,16576605.41,0.2249,0.0298,493982.84,0.0979,0.0926,0.3372,10883131.93,9875077.99,3330152.43,6544925.57,191.14,under_10,2024-12-17,67916875.16,Central Investments Corp,Private,Central Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001620,6308 Oak Ave,St. Louis,MO,St. Louis County,63103,Medical Office,office,1975,5458,2432117.53,472615.8,0.1943,0.0298,14083.95,0.085,0.1729,0.2722,283994.84,234882.69,63944.41,170938.29,445.61,under_10,2023-05-30,2274486.32,Premier Properties Inc,Private,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001621,6833 Business Pkwy,St. Louis,MO,St. Louis County,63107,Class B Office,office,1992,29958,7652692.2,1412685.22,0.1846,0.0298,42098.02,0.0725,0.1171,0.3163,811182.64,716190.65,226530.56,489660.08,255.45,under_10,2023-06-07,7278785.86,United Investments LLC,REIT,United Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001622,2376 Commerce Dr,St. Louis,MO,St. Louis County,63108,Class C Office,office,1995,28003,4560728.36,934623.98,0.2049,0.0298,27851.79,0.0849,0.1124,0.265,526851.86,467645.53,123930.91,343714.62,162.87,under_10,2023-05-08,4459369.13,Premier Investments LLC,Non-Profit,Premier Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001623,601 Commerce Dr,St. Louis,MO,St. Louis County,63107,Retail Strip Center,retail,2017,42005,6596575.96,1088756.53,0.165,0.0298,32444.94,0.0995,0.1696,0.4943,1297515.09,1077486.56,532653.86,544832.7,157.04,under_10,2023-05-31,7465503.52,National Management Corp,Government,National Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001624,3118 Industrial Way,St. Louis,MO,St. Louis County,63107,Class C Office,office,2011,32290,3580355.7,656310.76,0.1833,0.0298,19558.06,0.0933,0.1092,0.2791,463636.7,412984.98,115276.05,297708.93,110.88,under_10,2024-08-13,3860076.33,National Investments Inc,REIT,National Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001625,801 Oak Ave,St. Louis,MO,St. Louis County,63104,Warehouse,industrial,1960,222385,12030628.13,2405979.31,0.2,0.0298,71698.18,0.0778,0.2248,0.3429,1423910.65,1103825.58,378527.49,725298.09,54.1,under_10,2023-03-30,12063991.55,Premier Holdings LLC,Government,Premier Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001626,1781 Main St,St. Louis,MO,St. Louis County,63101,Class C Office,office,1994,28597,2772930.17,445803.96,0.1608,0.0298,13284.96,0.0936,0.1524,0.4056,436766.93,370207.91,150158.5,220049.41,96.97,under_10,2024-10-19,2761168.63,American Investments LP,Non-Profit,American Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001627,2094 Commerce Dr,St. Louis,MO,St. Louis County,63103,Medical Office,office,1978,12222,2409007.47,387627.36,0.1609,0.0298,11551.3,0.0822,0.0884,0.394,326895.31,297986.39,117413.49,180572.89,197.1,under_10,2024-05-07,2174121.46,United Properties Inc,Institutional,United Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001628,3255 Commerce Dr,St. Louis,MO,St. Louis County,63105,Class B Office,office,1971,84424,10094437.33,1643939.58,0.1629,0.0298,48989.4,0.0783,0.1153,0.2811,1099906.31,973033.84,273528.5,699505.34,119.57,under_10,2025-02-22,10779718.06,Premier Real Estate LLC,Non-Profit,Premier Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001629,1767 Oak Ave,St. Louis,MO,St. Louis County,63106,Medical Office,office,1984,20562,6548941.83,1098094.87,0.1677,0.0298,32723.23,0.0941,0.0956,0.428,1077059.92,974055.72,416877.7,557178.02,318.5,under_10,2023-07-30,7466806.34,Global Holdings LLC,Government,Global Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001630,225 Business Pkwy,St. Louis,MO,St. Louis County,63108,Class B Office,office,1965,48173,7183689.61,1580923.79,0.2201,0.0298,47111.53,0.0893,0.1684,0.4347,1134738.11,943637.17,410205.83,533431.34,149.12,under_10,2022-10-04,7235823.49,Premier Real Estate Corp,Private,Premier Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001631,1776 Center Dr,St. Louis,MO,St. Louis County,63102,Class A Office,office,2002,86912,51248949.26,9767700.46,0.1906,0.0298,291077.47,0.0705,0.0646,0.429,6328903.83,5920325.09,2539766.13,3380558.96,589.66,under_10,2024-08-27,55656000.13,Atlantic Properties Corp,Non-Profit,Atlantic Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001632,7540 Center Dr,St. Louis,MO,St. Louis County,63103,Class B Office,office,1970,35062,10459619.0,1604269.45,0.1534,0.0298,47807.23,0.0779,0.1439,0.332,1219436.35,1043951.9,346590.03,697361.88,298.32,under_10,2022-07-03,11006033.71,United Management LLC,Non-Profit,United Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001633,9262 Main St,St. Louis,MO,St. Louis County,63103,Shopping Center,retail,1972,284118,34492408.08,5423844.56,0.1572,0.0298,161630.57,0.0767,0.1189,0.4944,5229845.84,4608171.06,2278287.32,2329883.73,121.4,under_10,2024-02-13,37844111.89,Global Investments LLC,Non-Profit,Global Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001634,6694 Main St,St. Louis,MO,St. Louis County,63106,Class C Office,office,2023,99204,12039229.42,2342973.1,0.1946,0.0298,69820.6,0.0979,0.2308,0.4144,2013436.49,1548791.93,641825.35,906966.57,121.36,under_10,2023-04-11,12372799.7,Atlantic Holdings Corp,REIT,Atlantic Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001635,110 Business Pkwy,St. Louis,MO,St. Louis County,63105,Medical Office,office,2005,48735,19723373.48,4030195.32,0.2043,0.0298,120099.82,0.0863,0.1057,0.3652,2682588.81,2399169.35,876134.69,1523034.66,404.71,under_10,2024-07-03,19840659.91,Pacific Management LLC,Non-Profit,Pacific Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001636,7631 Park Blvd,St. Louis,MO,St. Louis County,63106,Class B Office,office,2016,122499,14685262.48,2243297.01,0.1528,0.0298,66850.25,0.072,0.0597,0.3163,1546529.33,1454210.52,459984.08,994226.44,119.88,under_10,2025-02-13,12848111.26,Global Investments Corp,REIT,Global Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001637,1232 Center Dr,St. Louis,MO,St. Louis County,63104,Retail Strip Center,retail,1962,23861,3514459.5,677271.14,0.1927,0.0298,20182.68,0.0728,0.0945,0.3992,425810.69,385557.04,153900.74,231656.3,147.29,under_10,2022-06-29,3282877.23,American Properties Corp,Government,American Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001638,4945 Center Dr,St. Louis,MO,St. Louis County,63103,Warehouse,industrial,2001,389000,21809059.35,4676418.8,0.2144,0.0298,139357.28,0.0884,0.178,0.4547,3535825.58,2906344.15,1321409.64,1584934.51,56.06,under_10,2025-04-24,22015179.57,Premier Investments LP,Institutional,Premier Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001639,178 Main St,St. Louis,MO,St. Louis County,63103,Warehouse,industrial,1999,136032,10559112.64,1994269.98,0.1889,0.0298,59429.25,0.097,0.0848,0.2904,1443912.58,1321437.34,383804.16,937633.19,77.62,under_10,2024-09-28,11256477.47,Premier Real Estate LP,REIT,Premier Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001640,5266 Industrial Way,St. Louis,MO,St. Louis County,63107,Class B Office,office,1982,74644,22449025.03,4762749.76,0.2122,0.0298,141929.94,0.0819,0.0716,0.3569,2860726.12,2655891.06,947928.52,1707962.54,300.75,under_10,2022-07-26,22873982.32,Premier Management LLC,Government,Premier Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001641,3588 Park Blvd,St. Louis,MO,St. Louis County,63105,Class C Office,office,2005,6959,583869.1,96888.18,0.1659,0.0298,2887.27,0.0749,0.1404,0.2978,62311.29,53560.56,15952.07,37608.49,83.9,under_10,2024-05-06,659348.92,United Management Corp,Private,United Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001642,855 Center Dr,St. Louis,MO,St. Louis County,63107,Warehouse,industrial,1983,178903,12726845.01,2788127.85,0.2191,0.0298,83086.21,0.0976,0.0779,0.3161,1817065.91,1675589.34,529590.89,1145998.45,71.14,under_10,2024-11-08,12507772.2,American Properties LP,Private,American Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001643,5048 Oak Ave,St. Louis,MO,St. Louis County,63102,Class C Office,office,2005,68618,6970359.04,1099596.3,0.1578,0.0298,32767.97,0.0747,0.0778,0.2762,719471.28,663520.22,183267.2,480253.02,101.58,under_10,2024-01-05,7159270.32,Pacific Investments Inc,Government,Pacific Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001644,3725 First St,St. Louis,MO,St. Louis County,63102,Class B Office,office,1989,110256,25888561.26,5516046.29,0.2131,0.0298,164378.18,0.0842,0.2481,0.251,2911828.64,2189393.62,549517.77,1639875.85,234.8,under_10,2024-06-25,25889428.55,Atlantic Real Estate Inc,REIT,Atlantic Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001645,6948 Oak Ave,St. Louis,MO,St. Louis County,63104,Warehouse,industrial,1987,288731,23065756.78,3862682.24,0.1675,0.0298,115107.93,0.0946,0.0515,0.2454,2892713.23,2743686.47,673210.47,2070476.0,79.89,under_10,2023-04-08,23889170.92,American Real Estate Inc,Government,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001646,3111 Commerce Dr,St. Louis,MO,St. Louis County,63103,Class A Office,office,1983,336772,129325819.38,28280793.58,0.2187,0.0298,842767.65,0.0881,0.0504,0.3792,18356164.33,17430787.26,6610199.53,10820587.73,384.02,under_10,2023-06-15,124537127.18,Pacific Real Estate LP,REIT,Pacific Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001647,5164 Main St,St. Louis,MO,St. Louis County,63104,Class B Office,office,1960,193504,41213398.15,7961350.1,0.1932,0.0298,237248.23,0.0854,0.1237,0.444,6331621.84,5548443.0,2463317.22,3085125.78,212.98,under_10,2023-10-05,44847453.24,Central Management Inc,REIT,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001648,7779 Industrial Way,St. Louis,MO,St. Louis County,63107,Apartment Complex,multifamily,1997,71936,8497578.67,1334620.52,0.1571,0.0298,39771.69,0.077,0.2425,0.3953,1082408.62,819951.99,324099.86,495852.13,118.13,under_10,2022-11-21,9093896.82,National Holdings Corp,Institutional,National Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001649,5879 Park Blvd,St. Louis,MO,St. Louis County,63108,Medical Office,office,2014,32093,6370706.05,1004227.21,0.1576,0.0298,29925.97,0.0922,0.173,0.439,1047045.11,865919.14,380135.19,485783.94,198.51,under_10,2023-01-02,6774924.32,National Real Estate LP,REIT,National Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001650,1196 First St,St. Louis,MO,St. Louis County,63102,Class B Office,office,2001,25312,4662398.66,993510.09,0.2131,0.0298,29606.6,0.0898,0.1796,0.4019,699788.38,574092.02,230746.62,343345.41,184.2,under_10,2022-09-09,4728753.89,American Management Inc,Government,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001651,1234 Oak Ave,St. Louis,MO,St. Louis County,63101,Class B Office,office,2009,183586,24135119.77,5497638.99,0.2278,0.0298,163829.64,0.0916,0.062,0.2764,3056647.79,2867212.59,792523.61,2074688.98,131.46,under_10,2022-09-07,25095295.14,Pacific Investments LP,Institutional,Pacific Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001652,5928 First St,St. Louis,MO,St. Louis County,63105,Class C Office,office,2007,48948,4651502.53,820563.76,0.1764,0.0298,24452.8,0.0745,0.1868,0.2746,477956.95,388678.86,106739.31,281939.55,95.03,under_10,2023-01-15,4261711.6,National Properties LP,Government,National Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001653,756 Main St,St. Louis,MO,St. Louis County,63104,Class A Office,office,1979,63929,12459964.2,2225842.53,0.1786,0.0298,66330.11,0.0954,0.1713,0.2885,1670245.31,1384207.78,399361.97,984845.8,194.9,under_10,2023-12-31,13218921.84,Global Investments Corp,Private,Global Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001654,6327 Business Pkwy,St. Louis,MO,St. Louis County,63105,Class B Office,office,1973,64310,9320077.82,1465323.51,0.1572,0.0298,43666.64,0.0831,0.1699,0.3753,1240048.21,1029379.34,386299.12,643080.22,144.92,under_10,2022-08-11,9764955.61,Global Properties LP,Institutional,Global Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001655,3545 First St,St. Louis,MO,St. Louis County,63105,Class B Office,office,1963,189047,40437493.61,7573219.83,0.1873,0.0298,225681.95,0.0803,0.0643,0.4471,5870931.04,5493338.19,2455996.44,3037341.75,213.9,under_10,2023-03-10,44123312.01,American Real Estate LLC,Institutional,American Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001656,3709 Commerce Dr,St. Louis,MO,St. Louis County,63103,Retail Strip Center,retail,1995,61094,8510114.22,1718289.42,0.2019,0.0298,51205.02,0.0755,0.139,0.4379,1143367.01,984412.37,431078.96,553333.41,139.3,under_10,2023-08-04,9641279.76,National Properties LP,Institutional,National Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001657,6422 Industrial Way,St. Louis,MO,St. Louis County,63105,Retail Strip Center,retail,2014,37624,5804833.73,886024.51,0.1526,0.0298,26403.53,0.095,0.1845,0.2942,781598.93,637371.85,187517.74,449854.11,154.29,under_10,2024-06-19,5220902.39,Pacific Holdings LP,Non-Profit,Pacific Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001658,2362 Commerce Dr,St. Louis,MO,St. Louis County,63107,Class A Office,office,2001,170983,83340165.95,16858715.98,0.2023,0.0298,502389.74,0.0949,0.0543,0.3314,11830169.94,11187365.3,3707036.43,7480328.87,487.42,under_10,2023-03-20,84186032.27,American Investments Inc,REIT,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001659,7428 Business Pkwy,St. Louis,MO,St. Louis County,63106,Class C Office,office,1962,19399,1578323.49,240542.53,0.1524,0.0298,7168.17,0.0902,0.2233,0.4032,238447.67,185208.6,74672.98,110535.62,81.36,under_10,2022-11-22,1618242.5,Central Properties Inc,Institutional,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001660,1906 Center Dr,St. Louis,MO,St. Louis County,63103,Shopping Center,retail,1978,319904,80148392.87,16889953.56,0.2107,0.0298,503320.62,0.0781,0.0777,0.2393,8226450.36,7587283.07,1815615.02,5771668.06,250.54,under_10,2024-04-06,75164142.55,Pacific Holdings LLC,Government,Pacific Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001661,202 Center Dr,St. Louis,MO,St. Louis County,63103,Class C Office,office,2007,65485,8862986.95,1391942.85,0.1571,0.0298,41479.9,0.0957,0.237,0.3898,1390281.77,1060807.75,413552.67,647255.08,135.34,under_10,2024-09-16,9830875.47,Atlantic Investments LP,REIT,Atlantic Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001662,1633 Center Dr,St. Louis,MO,St. Louis County,63104,Retail Strip Center,retail,1984,11807,1766292.4,346833.12,0.1964,0.0298,10335.63,0.0761,0.1799,0.3589,209689.11,171956.39,61716.86,110239.54,149.6,under_10,2022-11-14,1843183.18,Central Management Inc,Institutional,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001663,6566 Industrial Way,St. Louis,MO,St. Louis County,63107,Shopping Center,retail,1985,777098,99421572.91,20792309.08,0.2091,0.0298,619610.81,0.087,0.1906,0.295,12272033.62,9932590.82,2930082.93,7002507.89,127.94,under_10,2023-01-30,103303195.09,Pacific Investments LLC,Institutional,Pacific Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001664,1948 Oak Ave,St. Louis,MO,St. Louis County,63101,Shopping Center,retail,1997,939928,268127632.92,51311213.23,0.1914,0.0298,1529074.15,0.0994,0.154,0.2601,36017714.38,30469401.37,7926260.53,22543140.85,285.26,under_10,2022-07-17,301759353.09,United Properties LLC,Institutional,United Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001665,3581 Business Pkwy,St. Louis,MO,St. Louis County,63101,Class A Office,office,1981,223265,120207209.34,24403021.31,0.203,0.0298,727210.03,0.0932,0.2239,0.2907,15794563.39,12257598.82,3563382.64,8694216.19,538.41,under_10,2023-02-02,120162684.56,Central Management LP,Private,Central Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001666,4786 Business Pkwy,St. Louis,MO,St. Louis County,63107,Medical Office,office,1995,48699,12246280.07,2552262.44,0.2084,0.0298,76057.42,0.0703,0.1171,0.3854,1400090.76,1236121.04,476445.16,759675.89,251.47,under_10,2025-01-26,10827149.17,United Real Estate Corp,Institutional,United Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001667,3625 Commerce Dr,St. Louis,MO,St. Louis County,63102,Class A Office,office,2002,96321,26816330.15,4473449.65,0.1668,0.0298,133308.8,0.0811,0.2234,0.4316,3825738.09,2970941.47,1282315.84,1688625.63,278.41,under_10,2023-09-23,25943494.3,American Real Estate LLC,Government,American Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001668,1083 Main St,St. Louis,MO,St. Louis County,63105,Warehouse,industrial,1992,190869,15329450.84,3203829.36,0.209,0.0298,95474.11,0.0859,0.1882,0.4125,2241998.05,1820088.49,750867.51,1069220.98,80.31,under_10,2024-12-24,13311717.03,Global Management LLC,Private,Global Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001669,1342 Park Blvd,St. Louis,MO,St. Louis County,63105,Warehouse,industrial,1987,152574,7064205.75,1481098.08,0.2097,0.0298,44136.72,0.0805,0.127,0.3527,878044.37,766539.39,270351.82,496187.58,46.3,under_10,2022-09-08,6662169.72,Atlantic Properties LLC,REIT,Atlantic Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001670,6707 Commerce Dr,St. Louis,MO,St. Louis County,63102,Class C Office,office,2022,51171,6624287.66,1336212.14,0.2017,0.0298,39819.12,0.0759,0.1749,0.2524,672645.21,555004.22,140085.53,414918.68,129.45,under_10,2022-11-01,6721495.49,Pacific Holdings LP,Private,Pacific Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001671,1782 Business Pkwy,St. Louis,MO,St. Louis County,63107,Warehouse,industrial,1971,57820,5275089.5,1033861.17,0.196,0.0298,30809.06,0.0882,0.081,0.3388,704006.41,647014.59,219193.6,427820.99,91.23,under_10,2024-10-06,5062735.98,Global Investments LLC,Government,Global Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001672,9459 Industrial Way,St. Louis,MO,St. Louis County,63104,Medical Office,office,1985,30806,14257018.8,2336614.61,0.1639,0.0298,69631.12,0.0855,0.1345,0.267,1663483.81,1439780.12,384475.27,1055304.85,462.8,under_10,2024-06-19,13888431.57,Pacific Investments Corp,Government,Pacific Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001673,3497 Commerce Dr,St. Louis,MO,St. Louis County,63102,Class C Office,office,2004,10463,1651006.1,340843.9,0.2064,0.0298,10157.15,0.0959,0.1166,0.4458,285832.41,252513.52,112572.59,139940.94,157.79,under_10,2022-12-30,1565392.71,Global Holdings Corp,Institutional,Global Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001674,9820 First St,St. Louis,MO,St. Louis County,63107,Class B Office,office,1978,152981,28924946.16,4841206.35,0.1674,0.0298,144267.95,0.0809,0.0979,0.2995,3342227.97,3015080.38,902995.54,2112084.84,189.08,under_10,2024-10-31,28648347.68,Premier Properties LP,Government,Premier Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
