property_id,property_address,city,state,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_001910,3494 Business Pkwy,Chicago,IL,60602,Cold Storage,industrial,2001,1879092,648193527.93,273172388.32,0.4214,0.022,6009792.54,0.0629,0.1222,0.2363,53408879.04,46883579.88,11079910.03,35803669.86,344.95,over_30,2022-07-29,643017894.64,Garcia Trust Holdings,Non-Profit,United Investments Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001911,9865 First St,Chicago,IL,60610,Manufacturing,industrial,1974,909718,297412336.15,87221327.19,0.2933,0.022,1918869.2,0.0416,0.0751,0.151,14580382.94,13485482.31,2036018.67,11449463.64,326.93,under_10,2024-08-09,282229606.25,Johnson Management Real Estate,Institutional,United Trust Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001912,2120 Oak Ave,Chicago,IL,60604,Manufacturing,industrial,1960,433856,97161907.5,33617244.83,0.346,0.022,739579.39,0.0622,0.0825,0.1847,7414076.08,6802262.67,1256353.99,5545908.69,223.95,fair,2016-06-20,85847022.16,Premier Ventures Properties,Government,Pacific Partners Properties,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001913,8418 Commerce Dr,Chicago,IL,60603,Warehouse,industrial,2016,1815837,573381486.13,180048662.14,0.314,0.022,3961070.57,0.0675,0.1397,0.1983,48308942.25,41562471.52,8241273.56,33321197.95,315.77,fair,2015-10-14,505599581.15,National Properties Real Estate,REIT,Williams Ventures LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001914,9165 Park Blvd,Chicago,IL,60606,Cold Storage,industrial,2001,141548,53497019.16,18058575.75,0.3376,0.022,397288.67,0.0548,0.0942,0.2387,3848516.5,3486012.89,832229.48,2653783.41,377.94,fair,2019-08-01,53204448.05,Davis Properties Investment Group,Government,Johnson Partners LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001915,6679 First St,Chicago,IL,60604,Manufacturing,industrial,1964,955850,300848579.46,118711748.54,0.3946,0.022,2611658.47,0.0548,0.1117,0.2467,21886569.17,19441235.9,4796051.96,14645183.94,314.74,over_20,2024-05-06,252697067.65,Johnson Holdings Inc,REIT,Martinez Partners Investment Group,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001916,8089 Industrial Way,Chicago,IL,60612,Manufacturing,industrial,1963,1267742,213851702.85,72168771.56,0.3375,0.022,1587712.97,0.0477,0.1309,0.1586,12115075.41,10528935.54,1669476.93,8859458.62,168.69,fair,2024-06-30,254272232.28,First Management Development,Private,National Trust Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001917,3090 Broadway,Chicago,IL,60610,Manufacturing,industrial,1966,1899375,199126983.32,72333287.69,0.3633,0.022,1591332.33,0.0443,0.0354,0.1645,10561735.68,10187744.06,1675629.76,8512114.3,104.84,over_10,2017-08-05,183082829.12,Central Group Holdings,Private,Pacific Realty Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001918,7327 Business Pkwy,Chicago,IL,60602,Distribution Center,industrial,1977,1226980,348351987.99,113062697.4,0.3246,0.022,2487379.34,0.0515,0.1369,0.2873,25189747.68,21740443.47,6245574.59,15494868.88,283.91,fair,2023-11-30,282057632.3,Williams Realty Development,Institutional,Martinez Realty LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001919,6889 Commerce Dr,Chicago,IL,60605,Distribution Center,industrial,2001,43433,18021053.78,5266342.04,0.2922,0.022,115859.52,0.0641,0.1025,0.2951,1637856.74,1469912.78,433747.44,1036165.34,414.92,under_10,2022-04-01,16736753.49,Davis Trust Inc,Government,Global Realty Investment Group,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001920,5438 Center Dr,Chicago,IL,60610,Distribution Center,industrial,1967,1963110,719063351.47,265240001.45,0.3689,0.022,5835280.03,0.0676,0.1468,0.2885,68354178.31,58316408.77,16823474.12,41492934.66,366.29,over_10,2016-06-02,859119630.12,Global Realty Inc,Government,Garcia Ventures Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001921,645 Market St,Chicago,IL,60611,Manufacturing,industrial,1964,1959352,730297981.88,234348630.13,0.3209,0.022,5155669.86,0.0588,0.0609,0.1955,53402893.7,50150690.28,9803618.51,40347071.77,372.72,fair,2024-10-11,697463358.59,Martinez Properties Properties,Institutional,Garcia Group Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001922,4227 Business Pkwy,Chicago,IL,60610,Distribution Center,industrial,1960,122810,12840579.65,4041373.84,0.3147,0.022,88910.22,0.0524,0.0651,0.2774,930603.71,869977.99,241321.65,628656.35,104.56,fair,2021-01-16,12986566.78,Central Management Investment Group,Private,Smith Group Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001923,747 Technology Dr,Chicago,IL,60610,Senior Living,multifamily,1978,462560,168267806.07,54508074.57,0.3239,0.022,1199177.64,0.0325,0.0622,0.3385,8265559.4,7751398.77,2623718.45,5127680.32,363.78,fair,2018-08-10,156919935.4,Central Properties Corp,REIT,Miller Partners Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001924,452 Industrial Way,Chicago,IL,60602,Mid-Rise,multifamily,1967,383575,92371856.55,25734013.19,0.2786,0.022,566148.29,0.0372,0.0222,0.3676,5435138.89,5314209.41,1953714.16,3360495.25,240.82,under_15,2016-08-29,92270583.09,Atlantic Group Holdings,Government,Miller Capital Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001925,6256 Oak Ave,Chicago,IL,60607,Garden Apartments,multifamily,1989,393360,201473870.11,67044453.11,0.3328,0.022,1474977.97,0.0317,0.0602,0.3724,10189121.39,9575735.71,3566428.21,6009307.5,512.19,fair,2019-08-24,181647185.89,Atlantic Ventures Capital,Institutional,Rodriguez Ventures Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001926,4066 Industrial Way,Chicago,IL,60603,Mid-Rise,multifamily,1999,106020,51874541.5,17133129.81,0.3303,0.022,376928.86,0.056,0.0973,0.4712,5494312.98,4959911.43,2337284.85,2622626.57,489.29,fair,2022-04-25,61040278.64,Jones Management Development,Private,Davis Partners Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001927,6399 Market St,Chicago,IL,60611,Garden Apartments,multifamily,1994,454581,304710499.79,87154920.31,0.286,0.022,1917408.25,0.0301,0.022,0.4321,16176920.59,15821003.82,6836412.59,8984591.22,670.31,under_15,2022-07-03,353103467.62,United Investments Properties,Non-Profit,Rodriguez Management Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001928,7518 Commerce Dr,Chicago,IL,60601,Garden Apartments,multifamily,2021,401016,223642616.99,95628228.86,0.4276,0.022,2103821.03,0.0472,0.0455,0.485,20483642.89,19552367.67,9483810.51,10068557.16,557.69,over_30,2021-10-03,201120146.06,Garcia Properties Development,REIT,Davis Properties Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001929,1437 Business Pkwy,Chicago,IL,60602,High-Rise,multifamily,2017,211356,108576177.4,46453473.27,0.4278,0.022,1021976.41,0.042,0.0894,0.3115,6624451.07,6032092.67,1878842.18,4153250.49,513.71,over_30,2018-08-14,95100856.44,Miller Group Corp,Institutional,Martinez Capital Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001930,9523 Oak Ave,Chicago,IL,60601,Townhomes,multifamily,2015,539232,291545768.75,96507848.16,0.331,0.022,2123172.66,0.0526,0.0555,0.3895,25100508.96,23707338.29,9234006.64,14473331.65,540.67,fair,2018-04-26,276941417.35,Brown Ventures Capital,Government,Premier Group Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001931,2308 Market St,Chicago,IL,60601,Townhomes,multifamily,2021,404032,173967216.55,63920426.83,0.3674,0.022,1406249.39,0.044,0.1046,0.485,14878826.13,13322693.87,6462144.1,6860549.77,430.58,over_10,2017-07-18,145127056.72,Jones Group Development,Institutional,United Ventures Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001932,9104 Broadway,Chicago,IL,60606,Mid-Rise,multifamily,2018,448725,150914987.24,60941712.71,0.4038,0.022,1340717.68,0.0378,0.0416,0.4813,10983137.79,10525723.49,5065933.06,5459790.43,336.32,over_20,2021-08-03,164953876.4,Davis Holdings Capital,Private,Pacific Group Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001933,7802 Park Blvd,Chicago,IL,60611,Garden Apartments,multifamily,2002,68607,47263896.83,16034345.51,0.3393,0.022,352755.6,0.0348,0.0886,0.4857,3199658.55,2916224.54,1416431.22,1499793.32,688.91,fair,2018-05-09,51173091.48,Davis Holdings Development,Institutional,Rodriguez Management Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001934,8952 Main St,Chicago,IL,60603,Senior Living,multifamily,1994,422400,235403714.94,94401550.66,0.401,0.022,2076834.11,0.0423,0.0223,0.3847,16181289.21,15820687.93,6086753.72,9733934.21,557.3,over_20,2016-08-21,232078295.07,Jones Group Real Estate,Private,Martinez Group LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001935,7751 Corporate Blvd,Chicago,IL,60611,Mid-Rise,multifamily,1965,81588,37121913.78,14877838.35,0.4008,0.022,327312.44,0.0367,0.0632,0.3991,2268510.41,2125060.68,848209.64,1276851.04,454.99,over_20,2022-06-29,31769921.01,Miller Group Development,REIT,Miller Capital Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001936,1311 Market St,Chicago,IL,60607,Senior Living,multifamily,2002,70211,32777905.26,10647002.48,0.3248,0.022,234234.05,0.0311,0.0376,0.3776,1637010.97,1575470.5,594959.77,980510.72,466.85,fair,2018-06-27,32468900.8,United Trust Corp,Private,American Realty Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001937,7969 Broadway,Chicago,IL,60604,Garden Apartments,multifamily,1985,189760,106993455.66,36454735.82,0.3407,0.022,802004.19,0.0342,0.078,0.4894,7175181.66,6615863.89,3237726.84,3378137.05,563.84,fair,2023-05-15,121168036.5,Williams Group Development,Institutional,American Properties Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001938,1216 Oak Ave,Chicago,IL,60611,Senior Living,multifamily,2005,402906,117610575.13,39092341.59,0.3324,0.022,860031.52,0.057,0.0501,0.3079,9691638.36,9206545.42,2834559.87,6371985.54,291.91,fair,2023-08-14,120117933.6,Johnson Group Capital,Institutional,Johnson Properties Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001939,7189 Corporate Blvd,Chicago,IL,60612,Garden Apartments,multifamily,1984,434214,189851888.6,65738436.39,0.3463,0.022,1446245.6,0.0415,0.0803,0.3864,12854653.86,11822762.49,4568839.16,7253923.34,437.23,fair,2022-07-08,163590285.09,Jones Capital Real Estate,Private,Garcia Group Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001940,4091 Main St,Chicago,IL,60603,Senior Living,multifamily,1998,228228,102786903.11,43639317.91,0.4246,0.022,960064.99,0.0489,0.0828,0.3649,7913761.95,7258654.17,2648688.17,4609966.0,450.37,over_30,2015-07-24,100671669.52,Johnson Management Development,Private,Miller Investments Investment Group,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001941,5100 Corporate Blvd,Chicago,IL,60611,Garden Apartments,multifamily,2002,207230,63095327.77,27194994.76,0.431,0.022,598289.88,0.0559,0.0346,0.4309,6193129.19,5979038.98,2576527.81,3402511.17,304.47,over_30,2022-08-09,67915148.24,Central Management Holdings,Non-Profit,Rodriguez Trust Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001942,8920 Center Dr,Chicago,IL,60612,Mid-Rise,multifamily,1970,408020,230967196.15,91252437.47,0.3951,0.022,2007553.62,0.0444,0.0706,0.3996,17080873.46,15874237.07,6342911.53,9531325.54,566.07,over_20,2024-06-05,189578724.3,Atlantic Investments Development,Government,Miller Partners Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001943,1369 Technology Dr,Chicago,IL,60601,Mid-Rise,multifamily,1972,413660,166853871.18,55974263.47,0.3355,0.022,1231433.8,0.0305,0.025,0.304,7323622.77,7140388.95,2170946.31,4969442.64,403.36,fair,2020-03-15,187254990.13,Williams Ventures Properties,Private,Brown Management Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001944,1393 Business Pkwy,Chicago,IL,60604,High-Rise,multifamily,2014,241664,134140806.04,43341764.12,0.3231,0.022,953518.81,0.054,0.0596,0.3636,11383920.72,10705828.67,3892318.47,6813510.2,555.07,fair,2021-03-19,118528225.71,National Realty Inc,Institutional,Garcia Holdings Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001945,4609 Business Pkwy,Chicago,IL,60604,High-Rise,multifamily,1971,424992,169751556.99,57272253.98,0.3374,0.022,1259989.59,0.0596,0.0916,0.4386,18025652.81,16374813.99,7182172.32,9192641.67,399.42,fair,2024-04-30,197264234.49,Miller Realty Holdings,Private,National Management LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001946,4841 Business Pkwy,Chicago,IL,60603,Townhomes,multifamily,1987,187680,75718746.22,23946288.48,0.3163,0.022,526818.35,0.0302,0.1086,0.4321,4022743.67,3586017.17,1549538.72,2036478.45,403.45,fair,2020-09-21,65314528.04,Rodriguez Ventures Corp,Private,Jones Realty Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001947,5229 Oak Ave,Chicago,IL,60605,Townhomes,multifamily,1969,166608,59502246.72,20316072.5,0.3414,0.022,446953.59,0.0578,0.0794,0.3106,4988400.68,4592540.4,1426445.21,3166095.18,357.14,fair,2022-07-25,55727221.71,Jones Management Inc,REIT,Smith Realty Properties,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001948,6759 Main St,Chicago,IL,60603,Mid-Rise,multifamily,1966,88412,45810214.16,15431406.29,0.3369,0.022,339490.94,0.0398,0.0772,0.4934,3602552.67,3324372.7,1640249.64,1684123.06,518.14,fair,2019-12-17,44092047.52,Jones Management Holdings,Non-Profit,Smith Partners Properties,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001949,4375 Main St,Chicago,IL,60607,Senior Living,multifamily,2002,211992,82030263.37,29191248.38,0.3559,0.022,642207.46,0.0354,0.0473,0.3801,4682603.89,4460945.9,1695794.08,2765151.82,386.95,over_10,2018-09-27,94391481.17,Rodriguez Holdings Inc,Government,Jones Properties Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001950,6147 Commerce Dr,Chicago,IL,60601,High-Rise,multifamily,2023,471585,158543104.49,51273411.89,0.3234,0.022,1128015.06,0.0537,0.0758,0.3765,13645954.97,12611489.07,4748685.85,7862803.22,336.19,fair,2024-07-07,162825182.9,Garcia Partners Holdings,REIT,Miller Management Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001951,4369 Park Blvd,Chicago,IL,60607,Townhomes,multifamily,2001,68182,24514782.49,7759332.71,0.3165,0.022,170705.32,0.0595,0.0499,0.4493,2649061.75,2516873.95,1130881.45,1385992.51,359.55,fair,2019-10-29,27368046.57,Central Realty Investment Group,REIT,National Capital Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001952,4274 Oak Ave,Chicago,IL,60607,Senior Living,multifamily,2013,395160,190552409.65,65257775.08,0.3425,0.022,1435671.05,0.0433,0.1147,0.3587,12873309.59,11396269.86,4087418.51,7308851.36,482.22,fair,2017-03-23,195387860.21,Jones Investments LLC,Government,Rodriguez Properties Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001953,3796 Business Pkwy,Chicago,IL,60610,Garden Apartments,multifamily,1965,288637,64456612.27,20675024.59,0.3208,0.022,454850.54,0.0442,0.056,0.4343,5033387.41,4751544.26,2063779.49,2687764.77,223.31,fair,2020-12-21,62164957.12,American Partners Properties,REIT,Johnson Partners Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001954,197 Main St,Chicago,IL,60610,Garden Apartments,multifamily,2023,218697,69554762.3,29657408.74,0.4264,0.022,652462.99,0.0513,0.1162,0.4074,6022222.08,5322718.45,2168352.51,3154365.94,318.04,over_30,2020-01-21,71045932.66,Premier Partners Investment Group,Government,Rodriguez Holdings Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001955,3910 Broadway,Chicago,IL,60612,Townhomes,multifamily,1965,276149,111634304.12,37222862.68,0.3334,0.022,818902.98,0.0548,0.0359,0.4106,10385346.34,10012178.02,4111468.3,5900709.72,404.25,fair,2015-09-03,94546230.03,United Investments Inc,Institutional,Global Partners Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001956,9540 Oak Ave,Chicago,IL,60603,Townhomes,multifamily,1988,152400,94495278.52,41205886.73,0.4361,0.022,906529.51,0.0506,0.048,0.4791,9186440.06,8745134.36,4189456.69,4555677.67,620.05,over_30,2017-08-29,104714373.42,Martinez Group Properties,Government,Miller Ventures Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001957,6898 Oak Ave,Chicago,IL,60601,Senior Living,multifamily,1963,85440,41437314.77,13458590.72,0.3248,0.022,296089.0,0.0339,0.0605,0.4064,2364559.39,2221502.45,902870.59,1318631.86,484.99,fair,2015-09-21,42421079.27,Pacific Management LLC,REIT,Williams Realty Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001958,6513 Industrial Way,Chicago,IL,60607,High-Rise,multifamily,2018,74115,59124558.54,21564422.09,0.3647,0.022,474417.29,0.0487,0.1085,0.3636,4522884.82,4032152.58,1466122.7,2566029.88,797.74,over_10,2016-11-30,49118053.09,Williams Ventures Capital,Institutional,Miller Capital Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001959,2527 Park Blvd,Chicago,IL,60606,Garden Apartments,multifamily,1976,441816,130940993.29,51880493.37,0.3962,0.022,1141370.85,0.0343,0.0388,0.3121,6534664.07,6281114.19,1960477.97,4320636.22,296.37,over_20,2015-07-28,119203850.13,Central Realty Capital,Non-Profit,United Management Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001960,4810 Oak Ave,Chicago,IL,60601,Townhomes,multifamily,1986,533172,303472534.36,132331928.05,0.4361,0.022,2911302.42,0.0461,0.1017,0.34,21185948.29,19030863.08,6470834.14,12560028.93,569.18,over_30,2024-10-16,320433237.12,Garcia Trust Properties,Non-Profit,First Ventures LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001961,8234 Main St,Chicago,IL,60607,Garden Apartments,multifamily,1960,194820,42145826.85,15504884.23,0.3679,0.022,341107.45,0.03,0.0915,0.4067,2134015.14,1938844.8,788598.76,1150246.04,216.33,over_10,2022-04-08,43245537.02,Brown Management Investment Group,Non-Profit,Jones Group Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001962,9552 Main St,Chicago,IL,60603,Senior Living,multifamily,1966,360375,186919761.52,58955167.21,0.3154,0.022,1297013.68,0.0338,0.067,0.431,11101164.49,10357508.69,4463783.15,5893725.54,518.68,fair,2015-11-05,183588484.94,National Capital LLC,REIT,Smith Properties Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001963,8041 Broadway,Chicago,IL,60601,Senior Living,multifamily,2001,291368,108947735.65,37401300.88,0.3433,0.022,822828.62,0.03,0.0708,0.3565,5080749.91,4721061.93,1683294.24,3037767.69,373.92,fair,2021-01-26,94127074.61,Pacific Realty Holdings,Private,Brown Investments Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001964,1420 Oak Ave,Chicago,IL,60610,Mid-Rise,multifamily,1977,318816,70515102.43,26004859.4,0.3688,0.022,572106.91,0.0399,0.0317,0.3506,4330691.36,4193379.72,1470108.38,2723271.34,221.18,over_10,2019-03-01,70801245.91,Garcia Realty Investment Group,REIT,United Properties Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001965,153 Industrial Way,Chicago,IL,60605,Mid-Rise,multifamily,1971,253344,87975121.97,29965795.75,0.3406,0.022,659247.51,0.0307,0.0302,0.4426,4839737.69,4693660.6,2077587.77,2616072.83,347.26,fair,2018-04-11,102931854.32,Garcia Properties Investment Group,Government,Brown Capital Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001966,8471 Industrial Way,Chicago,IL,60612,Townhomes,multifamily,2012,456552,149241267.8,59245530.68,0.397,0.022,1303401.68,0.0475,0.1093,0.3896,11618181.83,10347978.19,4031724.36,6316253.83,326.89,over_20,2023-02-01,121902790.29,Garcia Investments LP,Non-Profit,American Partners Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001967,4967 Business Pkwy,Chicago,IL,60602,High-Rise,multifamily,2012,382695,189075832.0,61157540.82,0.3235,0.022,1345465.9,0.0337,0.1013,0.3954,10537388.26,9469933.24,3744755.65,5725177.59,494.06,fair,2023-10-30,200055878.4,Johnson Ventures LP,Government,Jones Capital Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001968,9867 Broadway,Chicago,IL,60606,Mid-Rise,multifamily,1986,262372,128035752.72,40494284.49,0.3163,0.022,890874.26,0.0522,0.0506,0.363,10487884.33,9956952.54,3614607.36,6342345.18,487.99,fair,2020-08-23,130694969.92,American Trust Development,Institutional,Jones Holdings LP,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001969,3351 Main St,Chicago,IL,60605,Garden Apartments,multifamily,2017,395646,237065532.11,94933348.06,0.4005,0.022,2088533.66,0.0502,0.044,0.3093,17233926.93,16475886.71,5095558.08,11380328.62,599.19,over_20,2023-08-14,266504305.27,First Trust Real Estate,Private,United Holdings Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001970,9050 Center Dr,Chicago,IL,60607,High-Rise,multifamily,2001,70056,41591349.35,13719187.5,0.3299,0.022,301822.12,0.0307,0.0459,0.3621,2003343.71,1911489.26,692087.05,1219402.21,593.69,fair,2020-07-21,41842515.56,Davis Investments Capital,REIT,Davis Partners Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001971,9189 Commerce Dr,Chicago,IL,60603,Senior Living,multifamily,2013,242004,117062351.91,38077862.59,0.3253,0.022,837712.98,0.0446,0.1171,0.406,8782568.69,7754153.64,3148055.78,4606097.86,483.72,fair,2023-02-08,102542278.39,Martinez Management LLC,REIT,Martinez Trust Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001972,152 Business Pkwy,Chicago,IL,60611,Mid-Rise,multifamily,2019,251625,161234037.28,68787412.96,0.4266,0.022,1513323.09,0.0577,0.0724,0.3277,13830110.97,12829311.48,4204444.13,8624867.35,640.77,over_30,2017-12-16,169317054.24,Miller Capital Capital,Government,Williams Trust Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001973,2715 Industrial Way,Chicago,IL,60612,Townhomes,multifamily,2009,44385,19857219.49,7974654.32,0.4016,0.022,175442.39,0.0572,0.0704,0.3127,1653721.9,1537267.02,480640.55,1056626.47,447.39,over_20,2024-11-01,18360604.12,Garcia Investments Real Estate,Institutional,Rodriguez Realty Capital,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001974,7355 Main St,Chicago,IL,60604,Senior Living,multifamily,1969,407880,184435670.69,61662888.23,0.3343,0.022,1356583.54,0.0483,0.0301,0.4572,16424423.91,15930273.7,7283894.87,8646378.84,452.18,fair,2023-12-24,150594502.71,First Group Real Estate,REIT,Garcia Group Properties,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001975,5315 Commerce Dr,Chicago,IL,60607,Senior Living,multifamily,2018,362876,102964234.55,35328426.23,0.3431,0.022,777225.38,0.0358,0.0734,0.3833,5972436.78,5534069.37,2121183.58,3412885.79,283.74,fair,2017-08-08,101229060.03,Williams Holdings LLC,Private,National Trust Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001976,5075 First St,Chicago,IL,60601,Townhomes,multifamily,2014,506304,247555698.95,80224341.11,0.3241,0.022,1764935.5,0.0565,0.084,0.3953,23140510.99,21196780.17,8379235.31,12817544.86,488.95,fair,2019-05-29,247426963.92,Brown Management Real Estate,Private,Garcia Capital Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001977,5343 Industrial Way,Chicago,IL,60611,Garden Apartments,multifamily,1976,310464,178732124.69,53141839.0,0.2973,0.022,1169120.46,0.0598,0.0223,0.3161,15624372.21,15275754.22,4828041.47,10447712.76,575.69,under_10,2018-03-23,150022793.84,Davis Capital Inc,Institutional,Johnson Management Investment Group,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001978,9023 Park Blvd,Chicago,IL,60610,Townhomes,multifamily,1977,196648,88696583.78,30632320.5,0.3454,0.022,673911.05,0.0359,0.0452,0.3222,4697076.33,4484753.83,1445177.13,3039576.7,451.04,fair,2022-10-30,96587450.34,United Management Capital,Government,Central Group Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001979,6427 Park Blvd,Chicago,IL,60602,Townhomes,multifamily,1995,418080,137884351.92,46702964.25,0.3387,0.022,1027465.21,0.0435,0.0532,0.3813,9687242.87,9171830.15,3496819.68,5675010.47,329.8,fair,2018-08-20,144197199.59,Garcia Holdings Investment Group,Private,Garcia Group Corp,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001980,2316 Technology Dr,Chicago,IL,60607,Mid-Rise,multifamily,2002,342392,147610202.37,49247836.74,0.3336,0.022,1083452.41,0.0316,0.0773,0.3926,7690918.64,7096753.8,2786503.39,4310250.42,431.11,fair,2020-01-25,154452923.75,American Properties Investment Group,Institutional,Central Investments Holdings,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001981,8697 Center Dr,Chicago,IL,60603,High-Rise,multifamily,2012,422475,229584690.81,76642920.22,0.3338,0.022,1686144.24,0.055,0.1003,0.4333,22293137.19,20056054.76,8689923.17,11366131.59,543.43,fair,2023-08-16,216558194.6,Miller Trust Capital,Private,Miller Properties Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001982,1397 Technology Dr,Chicago,IL,60605,High-Rise,multifamily,2006,252450,126040786.79,36763003.48,0.2917,0.022,808786.08,0.036,0.1114,0.4304,7970685.51,7082818.35,3048194.58,4034623.77,499.27,under_10,2016-01-11,139755235.64,Global Management LP,Institutional,Atlantic Realty Management,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001983,1336 Broadway,Chicago,IL,60612,Garden Apartments,multifamily,1979,478930,177660277.86,60711246.92,0.3417,0.022,1335647.43,0.0311,0.0837,0.4599,10226682.67,9371019.3,4309500.74,5061518.56,370.95,fair,2016-07-31,144704976.65,Johnson Realty LLC,Non-Profit,Atlantic Partners Development,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001984,6655 Park Blvd,Chicago,IL,60610,Mid-Rise,multifamily,1999,213857,147024112.7,46280036.96,0.3148,0.022,1018160.81,0.0566,0.0296,0.4739,15802927.76,15335025.09,7266618.04,8068407.04,687.49,fair,2017-03-17,135151370.83,Williams Realty Investment Group,Private,Williams Partners Real Estate,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001985,6651 Business Pkwy,Chicago,IL,60602,Senior Living,multifamily,2018,361301,105111760.01,33500054.88,0.3187,0.022,737001.21,0.0419,0.0612,0.4642,8220701.96,7717869.36,3582571.68,4135297.68,290.93,fair,2024-11-06,115601233.99,Central Holdings Inc,REIT,Johnson Capital Properties,2024-01-01,2024-06-30,"Chicago, IL"
PROP_001986,4314 First St,Chicago,IL,60605,Garden Apartments,multifamily,1978,190361,115769675.07,45422532.33,0.3924,0.022,999295.71,0.0438,0.0348,0.3841,8223961.36,7938018.37,3049035.86,4888982.51,608.16,over_20,2016-01-12,119257049.19,Miller Partners Corp,Government,Garcia Realty Investment Group,2024-01-01,2024-06-30,"Chicago, IL"
